key,cn,comment
zel_07/8194,<Tff0001:0050>我稍微修了一下……<T000007:000a>哈哈哈！,
zel_07/8195,对，那就是传说中的\n<T000000>，钓鱼大师。,
zel_07/8196,我会给大家看你的照片，\n宣扬你的本事！,
zel_07/8197,你怎么回事？还在看\n自己的照片？,
zel_07/8198,你有点自恋吧？,
zel_07/8199,哦……<T000007:000a>完了？,
zel_07/8200,这次真可惜，啊？<T000007:000a>好吧……\n常有的事……,
zel_07/8201,下次好运吧！,
zel_07/8202,完了？<T000007:000a>真有趣\n对吧？,
zel_07/8203,你留下的鱼我放进\n水缸里了！<T000007:000a>我们以后\n再一起钓鱼吧！,
zel_07/8204,哇……<T000007:000a>真是太厉害了！,
zel_07/8205,我亲眼看着一条海拉鲁\n泥鳅被拉了上来！\n到现在还不敢相信！,
zel_07/8206,谢谢！<T000007:000a>我会把它养在\n水族箱里！,
zel_07/8207,哇……<T000007:000a>我早该想到\n钓鱼大师\n<T000000>，名不虚传！,
zel_07/8208,我从没想过有人能钓到\n这么多传说中的\n海拉鲁泥鳅！,
zel_07/8209,能给你当向导，\n我很自豪！,
zel_07/8210,完了？,
zel_07/8211,可惜这次没钓到\n大的！,
zel_07/8212,下次再加把劲，钓条\n能带走的大鱼！,
zel_07/8213,完了！,
zel_07/8214,说起来有点意外，你\n没钓到能带走的大鱼，\n我不得不说！,
zel_07/8215,真棒！<T000007:000a>你真是个老练的\n钓鱼高手！,
zel_07/8216,你下次来，我会准备好\n新的赛道，一定要\n再回来玩！,
zel_07/8217,闯关游戏第<T05000e>关\n一次<Tff0000:06>5卢比<Tff0000:00>，到终点赢\n<Tff0000:06>10卢比<Tff0000:00>！不过赛道还是老样子。\n要玩吗？<T000020>,
zel_07/8218,海娜<T000007:000a>老！<T000007:0014>非常老！<T000005:001e>，,
zel_07/8219,喂！<T000007:000a>帕蒂！<T000007:000a>我说过别\n再撒谎了！,
zel_07/8220,帕蒂！<T000007:000a>够了！,
zel_07/8221,我的闯关游戏你全都通关\n了，所以没有新\n挑战给你了……,
zel_07/8222,看来我只好开个更难\n的版本，把限时\n缩短一点！,
zel_07/8223,闯关游戏第<Tff0000:01><T05000e><Tff0000:00>关\n一次<Tff0000:06>5卢比<Tff0000:00>，到终点赢<Tff0000:06>10\n卢比<Tff0000:00>！\n要玩难版吗？<T000020>,
zel_07/8224,你已经通关了，奖品还是\n老样子<Tff0000:06>10卢比<Tff0000:00>！,
zel_07/8225,你又全通关了！<T000007:000f>真有点\n烦人……不过看在你\n玩这么多的份上，\n做它还算没白费劲……,
zel_07/8226,<Tff0001:007d><T000001>喂！<T000002>,
zel_07/8227,得了吧！你知道那是\n作弊！<T000007:000a>规则说必须\n在路线上滚！<T000007:000a>重来！<T000020>,
zel_07/8228,我说了不准作弊！<T000007:000a>重来！\n重来！<T000020>,
zel_07/8229,下次别作弊！,
zel_07/8230,呃！你老作弊，我烦了！\n你得在限时内滚完\n<Tff0000:01>整条路线<Tff0000:00>！,
zel_07/8231,哎呀天哪！<T000007:0005>真让人\n着急！<T000007:000a>你差点成了！,
zel_07/8232,这次差这么一点，\n再试一次应该就行了吧？\n要再来一次吗？<T000020>,
zel_07/8233,<T000001><Tff0001:007d>进球啦！！！<T000002>,
zel_07/8234,没想到真有人能\n撑到这关……,
zel_07/8235,哇！这下我可亏大了！\n不过钱包得给你塞满！,
zel_07/8236,这之后我可再给不出卢比\n了，不过想玩我的特别版\n闯关游戏，\n就再来找我！,
zel_07/8237,这是特别版\n闯关游戏！,
zel_07/8238,免费，时间也管够。\n关卡还能随便挑。\n你说呢？<T000020>,
zel_07/8239,<Tff0000:02>1级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8240,<Tff0000:02>2级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8241,<Tff0000:02>第3关<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8242,<Tff0000:02>4级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8243,<Tff0000:02>5级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8244,<Tff0000:02>6级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8245,<Tff0000:02>7级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8246,<Tff0000:02>8级<Tff0000:00>\n<T000014> <T00001d> <T000015>,
zel_07/8247,闯关游戏<Tff0000:01><T05000e><Tff0000:00>\n<Tff0000:06>5卢比<Tff0000:00>一次。这是\n最后一关！要玩吗？<T000020>,
zel_07/8248,唉，要是想知道\n外面长什么样，\n为什么不自己出去\n看看呢？,
zel_07/8249,,
zel_07/8250,,
zel_07/8251,,
zel_07/8252,,
zel_07/8253,,
zel_07/8254,,
zel_07/8255,,
zel_07/8256,,
zel_07/8257,,
zel_07/8258,,
zel_07/8259,,
zel_07/8260,,
zel_07/8261,,
zel_07/8262,,
zel_07/8263,,
zel_07/8264,,
zel_07/8265,,
zel_07/8266,,
zel_07/8267,,
zel_07/8268,,
zel_07/8269,,
zel_07/8270,,
zel_07/8271,,
zel_07/8272,,
zel_07/8273,,
zel_07/8274,,
zel_07/8275,,
zel_07/8276,,
zel_07/8277,,
zel_07/8278,,
zel_07/8279,,
zel_07/8280,,
zel_07/8281,,
zel_07/8282,,
zel_07/8283,,
zel_07/8284,,
zel_07/8285,,
zel_07/8286,,
zel_07/8287,,
zel_07/8288,,
zel_07/8289,,
zel_07/8290,,
zel_07/8291,,
zel_07/8292,,
zel_07/8293,,
zel_07/8294,,
zel_07/8295,,
zel_07/8296,,
zel_07/8297,,
zel_07/8298,,
zel_07/8299,,
zel_07/8300,,
zel_07/8500,,
zel_07/8501,有些人就是不懂\n规矩……,
zel_07/8502,这一带垃圾太多，\n有时候大家想钓鱼，\n结果钓上来垃圾！,
zel_07/8503,对大自然不好的人，\n永远成不了好钓手，\n你懂吧……,
zel_07/8504,就是因为乱丢垃圾的人，\n有人才钓上垃圾！,
zel_07/8505,乱丢垃圾的人永远成不了好钓手，\n我就是这么说。,
zel_07/8506,哦！<T000007:000a>你可真稀罕！,
zel_07/8507,说到稀罕，我在桥边\n的垃圾里看到过一样\n稀罕东西。,
zel_07/8508,亮闪闪的……\n不知道是什么？,
zel_07/8509,那么亮闪闪的……,
zel_07/8510,它混在垃圾里，\n我猜是有人扔掉的，\n对吧？,
zel_07/8511,,
zel_07/8512,,
zel_07/8513,,
zel_07/8514,,
zel_07/8515,,
zel_07/8516,,
zel_07/8517,,
zel_07/8518,,
zel_07/8519,,
zel_07/8520,,
zel_07/8521,,
zel_07/8522,,
zel_07/8523,,
zel_07/8524,,
zel_07/8525,,
zel_07/8526,,
zel_07/8527,,
zel_07/8528,,
zel_07/8529,,
zel_07/9000,,
zel_07/9001,小心！来了！,
zel_07/9002,现在踢它们！,
zel_07/9003,那次冲击好像不光\n抬高了水位，还让\n水流变快了……,
zel_07/9004,这水应该会一直\n流到湖里。何不\n让它带你过去？,
zel_07/9005,水的事解决了！\n现在去找光之滴吧！,
zel_07/9006,哦……<T000007:000f>喂……<T000007:000f>这是怎么了？,
zel_07/9007,我觉得变冷了……<T000007:000a>可谁能\n想到这地方全\n冻上了？！,
zel_07/9008,这是卓拉村吧？<T000007:000a>那\n怎么一个人都没有……,
zel_07/9009,好吧……<T000007:000a>总之，我们去\n看看情况。<T000007:000a>去找卓拉族吧……,
zel_07/9010,,
zel_07/9011,,
zel_07/9012,,
zel_07/9013,,
zel_07/9014,,
zel_07/9015,,
zel_07/9016,,
zel_07/9017,,
zel_07/9018,,
zel_07/9019,,
zel_07/9020,,
zel_07/9021,,
zel_07/9022,,
zel_07/9023,,
zel_07/9024,,
zel_07/9025,,
zel_07/9026,,
zel_07/9027,,
zel_07/9028,,
zel_07/9029,,
zel_07/9030,,
zel_07/9031,,
zel_07/9032,,
zel_07/9033,,
zel_07/9500,,
zel_07/9501,<Tff0000:03>鱼塘<Tff0000:00>\n\n浮子钓鱼对外开放。\n想玩鱼饵钓请先登记！\n<Tff0000:01><T060005>（禁用沉水鱼饵！）,
zel_07/9502,     <Tff0000:01>别乱丢垃圾！\n<Tff0000:00>不要把空瓶或\n罐子丢这里！鱼在哭泣！\n\n保持鱼塘清洁！,
zel_07/15000,,
zel_07/15303,我、我也看见了！<T000007:0005>那是个\n浑身厚毛、像人一样的巨兽！\n它手里拿着东西，然后\n朝东边跑走了！,
zel_07/17520,<Tff0000:02>鱼饵钓入门（海娜著）<Tff0000:00>\n想读哪一节？\n<Tff0000:07>（<T030002>返回钓鱼）<Tff0000:00><T000020>,
zel_07/17522,<Tff0000:02>抛竿基础 - 1<Tff0000:00>\n按<T030002>握住钓竿，倾斜\n<T000014><T00001d><T000015>选择落点。,
zel_07/17523,<Tff0000:02>抛竿基础 - 2<Tff0000:00>\n按住<T030001>抬起<T030011>，再\n向前挥动<T030011>，松开<T030001>甩出\n鱼饵。,
zel_07/17524,<Tff0000:02>鱼饵动作 - 1<Tff0000:00>\n左右晃动<T030011>，就能让\n鱼饵做出动作。,
zel_07/17526,<Tff0000:02>鱼饵动作 - 3<Tff0000:00>\n快速转动<Tff0000:01>双节棍手柄<Tff0000:00>收线。,
zel_07/17527,<Tff0000:02>搏鱼 - 1<Tff0000:00>\n鱼咬钩时，用<T030011>把钓竿\n向后拉，<Tff0000:01>让鱼钩刺入<Tff0000:00>。,
zel_07/17528,<Tff0000:02>搏鱼 - 2<Tff0000:00>\n鱼钩<Tff0000:01>挂牢<Tff0000:00>后，让<T030011>保持\n竖直，把钓竿举高。转动\n<Tff0000:01>双节棍手柄<Tff0000:00>，别让线松掉。,
zel_07/17529,<Tff0000:02>搏鱼 - 3<Tff0000:00>\n鱼跳起来时，把<T030011>向前倾，\n让鱼钩牢牢挂住。,
zel_07/17530,<Tff0000:02>搏鱼 - 4<Tff0000:00>\n把鱼拉到独木舟边，\n出现<Tff0000:01>起竿 <T030001><Tff0000:00>+<T030002>时，\n按<T030001>和<T030002><Tff0000:01>同时按下<Tff0000:00>。,
zel_07/17580,鱼咬线的时候，\n用<T030011>把钓竿抬起，\n<Tff0000:01>让鱼钩<Tff0000:00>挂牢！,
zel_07/17582,鱼上钩后，\n用<T030011>举起钓竿，转动\n<Tff0000:01>双节棍手柄<Tff0000:00>把它收回来！,
zel_07/17586,把鱼收到跟前时，同时\n按<T030001>和<T030002>，\n在出现<Tff0000:01>起竿 <T030001><Tff0000:00>+<T030002>时按下！,
zel_07/17589,想钓鱼时，先用<T030002>\n拿起钓竿，再倾斜\n<T000014><T00001d><T000015>选择落点。,
zel_07/17590,然后按住<T030001>，用<T030011>\n把钓竿举高。接着快速向前\n挥动，在挥的时候松开<T030001>\n甩出鱼饵。,
zel_07/17591,鱼饵落水后，\n左右晃动<T030011>\n就能让它移动。,
zel_07/17598,要是落点没鱼，\n可以转动双节棍手柄\n快速收线。然后\n换个新地方。,
zel_07/17599,坐独木舟移动时，\n按<T030013>能把视角切到\n第一人称，要好好\n利用这一点！,
zel_07/17609,你的<Tff0000:01>时机<Tff0000:00>不对……<T000007:000a>鱼\n咬钩时，用<T030011>把钓竿竖起来。,
zel_07/17610,你搞砸了……\n\n\n\n<T000007:000a>鱼上钩时，用<T030011>把钓竿\n倾斜，让线保持绷紧。,
zel_07/17612,这样可<Tff0000:01>起不了竿<Tff0000:00>……\n\n\n\n<T000007:000a>把鱼收到跟前时，\n要抓好时机，按下\n<T030001>和<T030002>，\n就在出现<Tff0000:01>起竿<Tff0000:00><T030001>+<T030002>时！,
zel_07/18046,要是还不熟悉钓鱼，\n就看看我准备的\n说明书。按<T030009>\n就能读。,
zel_07/18051,看到中意的东西，\n就用<T030013>拉近\n仔细看，好吗？,
zel_07/18163,规则很简单！倾斜<T030011>\n让玻璃球沿路滚到\n终点<Tff0000:01>，必须在限时<Tff0000:00>\n内完成……还不能弄掉球！\n用<T000013>可以改变\n视角，要好好利用！,
zel_07/18164,准备好了？按<T030001>开始！,
zel_08/5000,,
zel_08/5001,<T000008:01>试试看。\n<T000008:02>不用了。,
zel_08/5002,<T000009:01>试试看。\n<T000009:02>特惠修理\n<T000009:03>不用了。,
zel_08/5003,<T000008:01>是\n<T000008:02>否,
zel_08/5004,<T000008:01>我来帮。\n<T000008:02>……,
zel_08/5005,<T000008:01>购买\n<T000008:02>退出,
zel_08/5006,<T000008:01>是\n<T000008:02>否,
zel_08/5007,<T000008:01>回去\n<T000008:02>不回去,
zel_08/5008,<T000008:02>是\n<T000008:01>否,
zel_08/5009,<T000008:01>没错。\n<T000008:02>错！,
zel_08/5010,<T000008:01>一定要！\n<T000008:02>不了，抱歉。,
zel_08/5011,<T000008:01>出发\n<T000008:02>再说,
zel_08/5012,<T000009:02>普通\n<T000009:01>绿洲\n<T000009:03>退出,
zel_08/5013,<T000009:01>普通飞行\n<T000009:02>绿洲飞行\n<T000009:03>特惠修理,
zel_08/5014,<T000008:01>听规则\n<T000008:02>算了,
zel_08/5015,<T000009:01>听规则\n<T000009:02>看最高分\n<T000009:03>先不听,
zel_08/5016,<T000008:01>听规则\n<T000008:02>先不听,
zel_08/5017,<T000009:02>普通飞行\n<T000009:01>绿洲飞行\n<T000009:03>特惠修理,
zel_08/5018,<T000009:01>普通飞行\n<T000009:02>绿洲飞行\n<T000009:03>特惠修理,
zel_08/5019,,
zel_08/5020,,
zel_08/5021,,
zel_08/5022,,
zel_08/5023,,
zel_08/5024,,
zel_08/5025,,
zel_08/5026,,
zel_08/5027,,
zel_08/5028,,
zel_08/5029,,
zel_08/5030,\n\n锁着……<T000005:001e>,
zel_08/5031,,
zel_08/5032,,
zel_08/5033,,
zel_08/5034,,
zel_08/5035,,
zel_08/5036,,
zel_08/5037,,
zel_08/5038,,
zel_08/5039,,
zel_08/5040,,
zel_08/5041,,
zel_08/5042,,
zel_08/5043,,
zel_08/5044,,
zel_08/5045,,
zel_08/5046,,
zel_08/5047,卢比赢得多吗？,
zel_08/5048,欢迎再来啊！,
zel_08/5049,唔……嗯……那里好像\n有点太远，飞不到……,
zel_08/5050,,
zel_08/5051,照这样下去，要是\n不能从上游的卓拉领地\n弄来水，这个湖\n肯定会消失……,
zel_08/5052,水位下降得比\n预想中还快……,
zel_08/5053,照这样，海利亚湖会干涸。\n这是与时间的赛跑……,
zel_08/5054,一定有办法……,
zel_08/5055,眼下只能想办法回到\n上游的卓拉领地……,
zel_08/5056,不知道女王和卓拉领地\n的同胞们是否平安……,
zel_08/5057,上游一滴水都\n没有流下来……,
zel_08/5058,绝对没错。我们的家乡\n卓拉领地的水源，\n一定出了什么事。,
zel_08/5059,可我们要怎么逆流\n回到上游的家？<T000007:000a>照现在\n这情形，连走回去\n都办不到……,
zel_08/5060,那是什么？,
zel_08/5061,那东西是什么？！,
zel_08/5062,,
zel_08/5063,,
zel_08/5064,,
zel_08/5065,,
zel_08/5066,,
zel_08/5067,,
zel_08/5068,,
zel_08/5069,,
zel_08/5070,,
zel_08/5071,,
zel_08/5072,,
zel_08/5073,,
zel_08/5074,,
zel_08/5075,,
zel_08/5076,,
zel_08/5077,,
zel_08/5078,,
zel_08/5079,,
zel_08/5080,,
zel_08/5081,,
zel_08/5082,,
zel_08/5083,,
zel_08/5084,,
zel_08/5085,,
zel_08/5086,,
zel_08/5087,,
zel_08/5088,,
zel_08/5089,,
zel_08/5090,,
zel_08/5091,,
zel_08/5092,,
zel_08/5093,,
zel_08/5094,,
zel_08/5095,,
zel_08/5096,,
zel_08/5097,,
zel_08/5098,<T000016>\n拉聂尔精灵之泉,
zel_08/5099,<T030000:00000508>用<T00000d>锁定，再用你的\n<Tff0000:01>疾风飞旋镖<Tff0000:00>灭掉\n那辆马车上的火！,
zel_08/5100,,
zel_08/5101,唔嗯……我太老了……,
zel_08/5102,<Tff0000:05>费舍与法尔比的水上梦幻\n乐园<Tff0000:00>……,
zel_08/5103,我们搬到了湖底，现在\n盛大重开……哟呼。,
zel_08/5104,唔……,
zel_08/5105,嗯，好湖……湖里不是\n该有更多水吗？,
zel_08/5106,是不是住在<Tff0000:01>上游<Tff0000:00>的<Tff0000:01>卓拉族<Tff0000:00>\n干了什么？<T000004:0000>,
zel_08/5107,还是天上飘的那个<Tff0000:01>精灵<Tff0000:00>\n下的诅咒？<T000004:0000>,
zel_08/5108,算了。反正我也没法\n上去抱怨……那地方\n太高了。,
zel_08/5109,啥，有客人？！<T000004:0000>,
zel_08/5110,哇！有怪物！,
zel_08/5111,走开……走开……,
zel_08/5112,海利亚湖最新景点！\n<Tff0000:05>费舍与法尔比的水上\n梦幻乐园！<Tff0000:00>\n         免费*入场\n（*每项游乐另收现金）,
zel_08/5113,唔……,
zel_08/5114,照现在这情形，\n永远招不到客人……,
zel_08/5115,今天……,
zel_08/5116,今天连一个人\n都没说过话……,
zel_08/5117,没法用大炮把人射向\n<Tff0000:01>上游的卓拉村<Tff0000:00>……,
zel_08/5118,…………,
zel_08/5119,好……累……,
zel_08/5120,客人……,
zel_08/5121,都不来……,
zel_08/5122,明明……,
zel_08/5123,水都回来了……,
zel_08/5124,也许没人知道……,
zel_08/5125,也许我该去……跟镇上\n的人说说……,
zel_08/5126,…………,
zel_08/5127,好……累……,
zel_08/5128,唔嗯……<T000007:000f>不……<T000007:000a>没客人……,
zel_08/5129,还有……,
zel_08/5130,也没人肯来……,
zel_08/5131,上面那条连着的路……<T000007:000a>全\n毁掉了……,
zel_08/5132,也许我该去求求精灵\n保佑生意兴隆……,
zel_08/5133,…………,
zel_08/5134,好……累……,
zel_08/5135,哦……<T000007:000a>你是客人吗？,
zel_08/5136,嘿嘿！<T000007:000a>老弟，你运气可真<T000007:0005>\n好啊，老弟！,
zel_08/5137,最刺激的体验，\n<Tff0000:01>射向天空<Tff0000:00>的\n快感，飞行梦幻体验\n的巅峰……,
zel_08/5138,老弟，这就是你的！\n<Tff0000:01>限时 <Tff0000:00>优惠，还<Tff0000:01>不用\n排队<Tff0000:00>，只要区区\n<Tff0000:06>10卢比<Tff0000:00>！,
zel_08/5139,怎么样，我的好老弟？\n要不要试试看？<T000020>,
zel_08/5140,唉，太可惜了……很好玩的。\n你该试试。,
zel_08/5141,……哦，哎哟。老弟，我只\n接待付钱的客人。,
zel_08/5142,不如你先去弄点钱，\n再回来找我？,
zel_08/5143,欢迎，老弟！这边请！,
zel_08/5144,哟……你回来了！,
zel_08/5145,嘿嘿……老弟……看来你\n挺喜欢这趟飞行的？\n梦幻体验还不错吧！,
zel_08/5146,嘿嘿……<T000007:000a>快点上来\n吧……,
zel_08/5147,喂！老弟，去哪？\n钱你都付过了……,
zel_08/5148,不行。抱歉，老弟，\n出去就不能再进来。\n下次小心点吧。,
zel_08/5149,嘿嘿……那么……,
zel_08/5150,多谢惠顾！,
zel_08/5151,等等，什么？不！下次！下次！\n<T000007:000a>想让我看的话，\n换个时间来！,
zel_08/5152,我可没一整天！\n快进去，老弟！,
zel_08/5153,我想要客人，\n可谁都不来……<T000007:000f>会来的，\n全是我不想见的\n怪物……,
zel_08/5154,,
zel_08/5155,<T000009:01>普通\n<T000009:02>绿洲\n<T000009:03>退出,
zel_08/5156,什么，又那个？！我的老\n弟，你得放开点……,
zel_08/5157,唉，随便吧。普通飞行\n一位。这边请……,
zel_08/5158,嘿嘿……我就知道你会\n选那个，老弟……,
zel_08/5159,祝你飞得开心……绿洲\n飞行一位，这就来！,
zel_08/5160,多谢搭费舍的飞行！,
zel_08/5161,那么……要试试吗，老弟？\n<Tff0000:01>没有隐藏收费<Tff0000:00>！<Tff0000:01> <Tff0000:00>只要<Tff0000:06>10卢比<Tff0000:00>！<T000020>,
zel_08/5162,那个啊？嘿嘿……好！\n普通飞行一位，这边请。,
zel_08/5163,那个啊？嘿嘿……好！\n绿洲飞行一位，这边请。,
zel_08/5164,唔嗯……<T000007:000f>拉夫雷尔老头啊……,
zel_08/5165,好吧，我看还是照那\n老头子说的办……,
zel_08/5166,<Tff0001:0055><Tff0000:01>绿洲飞行<Tff0000:00>……<Tff0001:0064><T000007:000f>对吧？,
zel_08/5167,那就请吧，这是我们\n不对外开放的秘密\n项目之一……,
zel_08/5168,这次的钱都付了……<T000007:000f>怎\n么样？<T000007:000a>要走吗？<T000020>,
zel_08/5169,那好吧……不过记住，\n下次可得付钱！,
zel_08/5170,一路顺风，我的好老弟。\n绿洲一位……要发射了！,
zel_08/5171,……噗，真的？跑这么远\n就为临阵退缩？,
zel_08/5172,唔嗯，真是的……好吧，\n你准备吧。我等着，行吗？,
zel_08/5173,那么……下一步呢？,
zel_08/5174,急着出发了？那就是\n<Tff0000:01>沙漠<Tff0000:00>绿洲飞行……对吧？,
zel_08/5175,<T030000:00000509>准备好试试了吗？不想\n玩就按<T00000b>。<T000020>,
zel_08/5176,什么？！唔嗯……老弟，\n你到底在等什么……,
zel_08/5177,神秘的沙漠正在等着你……\n快点动起来吧！,
zel_08/5178,嘿嘿……好啊，老弟！\n送你上天！,
zel_08/5179,这次免费，就因为\n我不想过后被那老头\n唠叨一顿。,
zel_08/5180,那么……绿洲飞行一位！,
zel_08/5181,唉，老弟，放开点！,
zel_08/5182,普通飞行是挺好……\n可那绿洲才叫棒呢，\n老弟。我说真的……,
zel_08/5183,下次再说吧……普通飞行\n一位，这边请。,
zel_08/5184,唔嗯……那趟飞行恐怕\n得老弟你自己掏\n腰包了。,
zel_08/5185,想飞就得掏钱，\n老弟……,
zel_08/5186,那么，老弟……<T000007:000a>怎么样？\n飞向隐秘绿洲的梦幻之旅……\n<T000007:000a>嘿嘿……,
zel_08/5187,要再坐费舍的飞行吗？,
zel_08/5188,那么……要试试吗，老弟？\n<Tff0000:01>没有隐藏收费<Tff0000:00>！<Tff0000:06>10卢比<Tff0000:00>！<T000020>,
zel_08/5189,喂，老弟！,
zel_08/5190,那么……那个是你的？,
zel_08/5191,嘿嘿……老弟，没想到\n你迷飞行迷到\n自己动手造起\n大炮来了！,
zel_08/5192,那么……你到底带不带\n我参观？你那边好像摆\n着不得了的家伙……,
zel_08/5193,哇！挺……复古的啊？,
zel_08/5194,而且没有点火装置，\n根本用不了。<T000004:0000>,
zel_08/5195,听着，老弟，说不定我\n能帮你修好……,
zel_08/5196,就是，也许吧……,
zel_08/5197,前提是你能先付我\n<Tff0000:06><T000007:000a>300卢比<Tff0000:00><T000007:000f>……先付清。\n<T000007:000a>怎么样？<T000020>,
zel_08/5198,什么？真浪费……,
zel_08/5199,我觉得这东西威力\n不小。真的，能把你\n送上<Tff0000:01>天<Tff0000:00>！,
zel_08/5200,虽然这不关\n我的事。,
zel_08/5201,好了，我得回去干活了，\n老弟……,
zel_08/5202,唔嗯……我说不好，这东\n西看着超复杂的……,
zel_08/5203,是啊，想修得像样，\n就得花钱。,
zel_08/5204,好了，我得回去干活了，\n老弟。,
zel_08/5205,嘿嘿……<T000007:000a>我就知道你会\n想通的，老弟。,
zel_08/5206,马上就好！,
zel_08/5207,来吧，老弟。,
zel_08/5208,全都正常……大概。,
zel_08/5209,别看它像破铜烂铁，\n里面的东西可厉害！,
zel_08/5210,你要去敲<Tff0000:01>天国<Tff0000:00>的大门了！\n<T000007:000a>说真的，老弟……<T000007:0014>\n可能会很颠！,
zel_08/5211,那么……不好意思，\n让你花了冤枉钱。\n那我就不打扰了。,
zel_08/5212,嘿嘿……你尽管玩个\n痛快，好吗，老弟？,
zel_08/5213,啊……那边那玩意儿？,
zel_08/5214,唔，行吧。,
zel_08/5215,那么，<Tff0000:06>300卢比<Tff0000:00>怎样？<Tff0000:06>\n<Tff0000:00><T000007:000f>……行吗？<T000020>,
zel_08/5216,太可惜了。那玩意儿我\n本来能派上大用场……,
zel_08/5217,我是说，你本可以飞上\n<Tff0000:01>天<Tff0000:00>，真的，不骗你！,
zel_08/5218,虽然这不关\n我的事。,
zel_08/5219,嗯，不行……那玩意儿看\n着复杂得要命。,
zel_08/5220,想修的话，我得先看到\n钱，老弟。,
zel_08/5221,<T030000:0000050a>那么……要试试吗，老弟？\n<Tff0000:01>任何飞行不另收费<Tff0000:00>！\n只要<Tff0000:06>10卢比<Tff0000:00>！没兴趣\n的话，按<T00000b>就行！<T000020>,
zel_08/5222,唔嗯？<T000007:000a>下面湖底还有\n卓拉族活着？,
zel_08/5223,我还以为他们跟湖\n一起干掉了……,
zel_08/5224,喂，老弟，你听说了吗？\n<T000007:000f>这湖底好像有座\n神殿之类的东西。,
zel_08/5225,他们搞那些仪式和花哨的\n神殿名堂，架子大得很……\n<T000007:000f><Tff0001:0050>然后就消失了……,
zel_08/5226,还把神殿放得那么深，\n人类根本游不到？！\n真是的，那些卓拉族……,
zel_08/5227,呃……<T000007:000f>什么？<T000007:000f>你有大炮\n要我修，老弟？,
zel_08/5228,那它在哪儿？<T000007:000a>你不\n搬过来，我可修不了！,
zel_08/5229,想修大炮，就得把炮\n搬到我这儿来，老弟……,
zel_08/5230,我不上门，老弟。\n<T000007:0014><Tff0001:0050>……太无聊了。,
zel_08/5231,……那到底怎么样？<T000007:000a>做不做？\n<T000007:000a>还是算了？<T000020>,
zel_08/5232,<T030000:0000050b>那么……要试试吗，老弟？\n<Tff0000:01>任何飞行不另收费<Tff0000:00>！\n只要<Tff0000:06>10卢比<Tff0000:00>！没兴趣\n的话，按<T00000b>就行！<T000020>,
zel_08/5233,<T030000:0000050a>……那到底怎么样？<T000007:000a>做不做？\n<T000007:000a>还是算了？不感兴趣\n的话，按<T00000b>就行！<T000020>,
zel_08/5234,好了，我给你修好了……<T000007:000a>想坐\n它飞就随便你！,
zel_08/5235,,
zel_08/5236,,
zel_08/5237,,
zel_08/5238,,
zel_08/5239,,
zel_08/5240,,
zel_08/5241,,
zel_08/5300,,
zel_08/5301,哟，<T000007:000a>你好啊！<T000007:001e>欢迎光临法尔比\n的<Tff0000:02>咕咕鸡飞行<Tff0000:00>！,
zel_08/5302,准备好来一趟充满梦想\n和甜美奖励的飞行了吗？\n<T000007:000a>坐着咕咕鸡拉的车绕海利亚\n湖一圈？<T000007:0014>你一定会爱上！,
zel_08/5303,下一位梦幻体验者……\n<T000007:000a><Tff0001:0096>好大一位！\n<T000007:000a><Tff0001:0064>呃，就一位？,
zel_08/5304,好，那么去财富之岛的票是\n<Tff0000:06>20卢比<Tff0000:00>。\n怎么样，搭档？<T000020>,
zel_08/5305,唉，真的？真替你难过……,
zel_08/5306,要是改主意了，随时\n回来，搭档！,
zel_08/5307,哇哦！,
zel_08/5308,你的钱包好像不太\n够，搭档！,
zel_08/5309,攒够零花钱再\n来吧！,
zel_08/5310,好嘞！多谢！,
zel_08/5311,现在随便抓一只<Tff0000:01>咕咕鸡<Tff0000:00>，\n试着飞向<Tff0000:01>财富之岛<Tff0000:00>！,
zel_08/5312,怎么了？,
zel_08/5313,随便抓一只咕咕鸡，\n试着飞向财富之岛！,
zel_08/5314,外面到处藏着宝物！\n<T000007:000a>去找属于你的\n梦想宝库吧！,
zel_08/5315,别担心，死不了！,
zel_08/5316,想要什么颜色的，\n搭档？,
zel_08/5317,怎么？你不飞\n就要走了？<T000020>,
zel_08/5318,真不够意思，搭档……\n不过请再来玩！,
zel_08/5319,走出这扇门，你的\n财富之岛票就作废了……\n你知道的吧？,
zel_08/5320,啥？我的咕咕鸡都去哪了？,
zel_08/5321,那你就自己学着\n飞吧，搭档！,
zel_08/5322,<T030000:0000050d>海利亚湖最新去处：\n<Tff0000:05>费舍与法尔比的水上\n梦幻乐园<Tff0000:00>\n向右走<T000015>就是\n<Tff0000:02>咕咕鸡飞行<Tff0000:01> <Tff0000:00>主要项目。,
zel_08/5400,,
zel_08/5401,我是……最后一位光之\n精灵……被黄昏吞噬……,
zel_08/5402,勇者……神选之人……\n你能……走到这里，\n做得很好……,
